12. redna seja,Resolucija o nacionalnem programu za enake možnosti žensk in moških 2015–2020 - Glasovanje,1
12. redna seja,Zakon o spremembah in dopolnitvah Zakona o infrastrukturi za prostorske informacije - Glasovanje o zakonu v celoti,1
12. redna seja,Zakon o spremembah in dopolnitvah Zakona o avdiovizualnih medijskih storitvah - Glasovanje o zakonu v celoti,1
12. redna seja,Dvajseto redno poročilo o delu Varuha človekovih pravic Republike Slovenije za leto 2014 s predlogom priporočila - Glasovanje o predlogu priporočila,1
14. redna seja,Zakon o spremembi in dopolnitvah Zakona o varstvu javnega reda in miru - Evidenčni sklep o primernosti predloga zakona 18.12.2015,0
14. redna seja,Zakon o spremembi in dopolnitvah Zakona o varstvu javnega reda in miru - Evidenčni sklep o primernosti predloga zakona 18.12.2015,0
14. redna seja,Zakon o spremembah in dopolnitvah Zakona o mednarodni zaščiti - Evidenčni sklep o primernosti predloga zakona 18.12.2015,0
14. redna seja,Zakon o spremembah in dopolnitvah Zakona o mednarodni zaščiti - Evidenčni sklep o primernosti predloga zakona 18.12.2015,0
14. redna seja,Zakon o spremembi Zakona o organizaciji in financiranju vzgoje in izobraževanja - Evidenčni sklep o primernosti predloga zakona 18.12.2015,0
14. redna seja,Zakon o spremembi Zakona o organizaciji in financiranju vzgoje in izobraževanja - Evidenčni sklep o primernosti predloga zakona 18.12.2015,0
14. redna seja,|Zakon o spremembah in dopolnitvah Zakona o finančnem poslovanju, postopkih zaradi insolventnosti in prisilnem prenehanju - Evidenčni sklep o primernosti predloga zakona 18.12.2015|,0
14. redna seja,|Priporočilo v zvezi s problematiko svetovalnih pogodb v Novi Ljubljanski banki, d. d. - Amandma:  11.12.2015 [NP - Poslanska skupina nepovezanih poslancev]|,0
14. redna seja,|Priporočilo v zvezi s problematiko svetovalnih pogodb v Novi Ljubljanski banki, d. d. - Amandma:  11.12.2015 [NP - Poslanska skupina nepovezanih poslancev]|,0
14. redna seja,Zakon o spremembah in dopolnitvah Zakona o ukrepih Republike Slovenije za krepitev stabilnosti bank - Glasovanje o zakonu v celoti,1
14. redna seja,Zakon o spremembah in dopolnitvah Zakona o ukrepih Republike Slovenije za krepitev stabilnosti bank - Amandma: K 8. členu 8.12.2015 [SMC - Poslanska skupina Stranke modernega centra],1
12. redna seja,Dvajseto redno poročilo o delu Varuha človekovih pravic Republike Slovenije za leto 2014 s predlogom priporočila - Amandma: K PREDLOGU PRIPOROČILA 13.10.2015 [ZL - Poslanska skupina Združena levica],0 
